	RMSE	R2
nutrition_score_fr_100g	9.005227042342021	0.6943518477657169
carbohydrates_100g	9.33482662344806	0.8805996834161562
fat_100g	4.675611141251083	0.9013373683848691
energy_100g	11.598465269966537	0.6836886484504399
sugars_100g	8.175601538540349	0.7128449992550887
saturated_fat_100g	4.340927065859847	0.6114320729299774
sodium_100g	0.7228170874385087	0.7489961775967121
fiber_100g	2.378531830627023	0.6296537800998603
proteins_100g	4.767756288957159	0.34538840073095534
