	RMSE	R2
nutrition_score_fr_100g	9.794088809734703	0.6384565345854154
carbohydrates_100g	12.67566577054739	0.7798419730086845
fat_100g	8.062902563098719	0.7066009193714426
energy_100g	16.905978288642384	0.3279612136357567
sugars_100g	11.408118157460983	0.4408800717795449
saturated_fat_100g	4.4265540170987405	0.5959514906875434
sodium_100g	1.1965214817248482	0.312196290283588
fiber_100g	2.8420240508863945	0.4712559680086199
proteins_100g	5.795708234456406	0.03268342481958009
